OID_,ID,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,D2_NO2,D5_NO2,D2_DWATER,D5_DWATER,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
5596,06037103101,CA,Los Angeles County,9,2726,2726,2096,1065,0.390682318,485,0.177916361,138,0.065839695,194,0.071166544,414,0.151870873,0.172307692,10.321681147541000,95.150540000000007,0.14674103,385.891868916814076,1370233.582715984433889,0.386318355,0.120453169,4.278341395071644,0,1145.616072320178773,7.000538220447776,0,29.480368398060712,30.966025519917888,115.357963296759308,121.171404208374341,26.916858102577173,28.273327648620679,73.060043421280895,76.741889331970413,33.325633841286020,35.005072326863697,112.794453001275770,118.478706337077142,92.286370637407444,96.937123366699467,32.043878693544251,33.658723391215098,37.170899284511336,39.044119133809509,0,0,67.933022830313817,71.356493589376001,25.635102954835403,26.926978712972076,0,0,2029806.000000000000000,0,0,0,0,0,0.079035087,0.000198707
5597,06037103102,CA,Los Angeles County,9,4550,4520,3622,1613,0.354505495,993,0.219690265,623,0.172004417,174,0.038241758,872,0.191648352,0.173333333,10.430701092896200,95.011049999999997,0.149794249,398.914084266835118,1521922.164138349937275,0.423780196,0.124376392,4.462539564872392,0,1240.419694304478753,7.712266723214577,0,31.963952502411608,45.143832643256559,119.864821884043522,169.289372412212089,29.300289793877305,41.381846589651850,77.246218547494720,109.097595554536682,37.291277919480208,52.667804750465990,110.542002404173473,156.122421224595598,97.223688861501969,137.312490956572049,33.295783856678760,47.024825670058917,39.954940628014505,56.429790804070699,0,0,71.918893130426113,101.573623447327265,38.623109273747360,54.548797777268341,0,0,1241029.000000000000000,0,0,0,0,3,0.051432006,0.000121475
5598,06037103201,CA,Los Angeles County,9,4291,4172,3290,2033,0.473782335,1171,0.280680729,721,0.219148936,202,0.047075274,680,0.158471219,0.164102564,10.380319945355200,94.822069999999997,0.160446465,386.305869706330213,2260789.757793172728270,0.457471829,0.246110283,6.721757105016667,0,1239.845689522659086,7.619496683670580,0,40.077197992107443,36.427824618217564,156.823818229985648,142.543661549546982,41.819684861329506,38.011643079879192,99.321751545657577,90.277652314713080,67.956987899660447,61.768920004803689,128.944028322432644,117.202566162960849,130.686515191654706,118.786384624622485,67.956987899660447,61.768920004803689,74.926935376548698,68.104193851450219,0,0,94.094290937991389,85.526196929728187,48.789632338217757,44.346916926525729,0,0,1954789.000000000000000,0,0,0,0,1,0.055779706,0.000191346
5599,06037103202,CA,Los Angeles County,9,2010,2005,1638,929,0.462189055,256,0.127680798,175,0.106837607,140,0.069651741,560,0.278606965,0.164102564,10.237890710382500,94.441460000000006,0.159630804,369.742941499999972,3285439.776612245012075,0.493219643,0.310266837,8.221115429730542,0,1012.728773960090052,7.203242301940918,0,28.082074890675322,23.798391163764578,114.881215461853586,97.357054760855092,30.634990789827626,25.961881269561356,71.481645176264450,60.577722962309835,63.822897478807548,54.087252644919495,89.352056470330567,75.722153702887283,97.010804167787470,82.212624020277630,56.164149781350645,47.596782327529155,63.822897478807548,54.087252644919495,0,0,66.375813377959858,56.250742750716270,29.358532840251474,24.880136216662965,0,0,4738407.000000000000000,0,0,0,0,0,0.144608864,0.000463872
5600,06037103300,CA,Los Angeles County,9,3816,3811,2614,1080,0.283018868,516,0.135397533,136,0.052027544,88,0.023060797,767,0.200995807,0.169230769,10.402176775956301,93.759389999999996,0.160889756,382.771532887604394,3176898.821433803997934,0.741795746,0.421210313,10.405296107590225,0,1249.380287529444331,7.707047917708366,0,21.790110753043404,21.283399024685007,84.318254653080999,82.357500573781110,22.737506872740944,22.208764199671311,54.001578822759740,52.745814974219364,46.422409865179425,45.342893574328926,70.107312857617913,68.477022948986544,78.633877934895764,76.805309523863286,47.369805984876969,46.268258749315230,54.948974942457284,53.671180149205668,0,0,51.159390463667123,49.969719449260452,27.474487471228642,26.835590074602834,0,0,6141955.000000000000000,0,0,0,0,0,0.115578038,0.000601153
5601,06037103401,CA,Los Angeles County,9,2391,2391,1886,849,0.355081556,564,0.235884567,144,0.076352068,275,0.115014638,697,0.291509829,0.183589744,10.517600546448101,94.700800000000001,0.186936655,397.241467699999987,2822827.792639853432775,0.507239515,0.25429454,8.572073011829294,0,1358.450798321276352,7.503310203552246,0,34.497033567378821,33.386857016682328,124.189320842563760,120.192685260056393,42.776321623549741,41.399702700686092,78.653236533623712,76.122033998035718,63.474541763977030,61.431816910695488,102.111219359441307,98.825096769379698,106.250863387526763,102.831519611381580,55.195253707806117,53.418971226691731,70.373948477452799,68.109188314031954,0,0,75.893473848233413,73.451085436701135,35.876914910073971,34.722331297349626,0,0,1401638.000000000000000,0,0,1,0,0,0.063673652,0.000137182
5602,06037103402,CA,Los Angeles County,9,3829,3768,2975,1546,0.403760773,685,0.181794055,247,0.08302521,286,0.074693131,768,0.200574563,0.183589744,10.513331967213100,94.875919999999994,0.164024405,404.584234544711705,1819067.220512761268765,0.471845983,0.172585389,5.439653146312281,0,1360.854346667364325,7.915659504521845,0,31.647403601699075,31.787805080732134,118.677763506371519,119.204269052745502,32.966045418436536,33.112296959095971,76.481225370772762,76.820528945102652,42.196538135598765,42.383740107642843,119.996405323108988,120.528760931109332,100.216778072047063,100.661382755651758,40.877896318861303,41.059248229279007,47.471105402548609,47.681707621098198,0,0,72.525299920560371,72.847053310011134,40.877896318861303,41.059248229279007,0,0,1099115.000000000000000,0,0,0,0,0,0.045546914,0.000107576
5603,06037104103,CA,Los Angeles County,9,4281,4127,3045,3993,0.932725999,873,0.211533802,941,0.309031199,225,0.052557814,761,0.177762205,0.139487179,10.064431420765001,92.915539999999993,0.143968825,351.666214455077409,3953655.243243279866874,0.477401638,0.541358119,10.796276409605577,0,0.106460369,8.197429503583745,0,48.846119383821346,29.001524655045756,217.365231258004968,129.056784714953608,48.846119383821346,29.001524655045756,134.326828305508684,79.754192801375837,139.211440243890820,82.654345266880398,141.653746213081888,84.104421499632693,185.615253658521112,110.205793689173873,136.769134274699752,81.204269034128117,144.096052182272956,85.554497732384988,0,0,51.288425353012407,30.451600887798044,85.480708921687352,50.752668146330073,0,0,949109.000000000000000,0,0,0,1,0,0.041582934,9.29221E-05
5604,06037104105,CA,Los Angeles County,9,6195,6193,3557,5842,0.943018563,2775,0.448086549,1330,0.373910599,380,0.06133979,693,0.111864407,0.221538462,10.090680327868901,92.377859999999998,0.251771706,354.797778683980653,4393216.930956246331334,0.515605141,0.614513283,16.134577332790165,0,0.24877165,9.385741947451956,0,62.957263353627582,49.891479153379130,277.011958755961359,219.522508274868187,147.949568881024817,117.244976010440951,173.132474222475850,137.201567671792617,192.019653228564124,152.169011417806360,75.548716024353098,59.869774984054956,242.385463911466189,192.082194740509664,185.723926893201366,147.179863502468436,223.498284905377915,177.114750994495921,0,0,69.252989688990340,54.880627068717047,166.836747887113091,132.212419756454693,0,0,584682.000000000000000,0,0,0,4,6,0.035640157,5.72393E-05
5605,06037104108,CA,Los Angeles County,9,4962,4962,3160,4860,0.979443773,1950,0.392986699,1192,0.37721519,320,0.064490125,570,0.114873035,0.169230769,10.137542622950800,92.689830000000001,0.202901885,359.973977253834278,4226012.744215870276093,0.562973877,0.644829824,13.537776213117116,0,0.308881588,8.842620293176651,0,61.193291459074608,44.974648503238527,269.250482419928289,197.888453414249540,107.088260053380566,78.705634880667432,171.341216085408917,125.929015809067891,180.520209804270081,132.675213084553661,152.983228647686531,112.436621258096324,241.713501263344710,177.649861587792202,183.579874377223831,134.923945509715594,198.878197241992467,146.167607635525229,0,0,70.372285177935794,51.720845778724311,137.684905782917866,101.192959132286688,0,0,1096636.000000000000000,0,0,0,3,4,0.058296504,0.000107355
5606,06037104124,CA,Los Angeles County,9,4006,3942,2955,2772,0.691962057,1267,0.321410452,442,0.149576988,303,0.075636545,600,0.149775337,0.187692308,10.061733333333301,93.697760000000002,0.145964036,358.333453472767133,3818450.446381312794983,0.500481951,0.4414851,9.546509368890270,0,0.116389656,7.830585598698011,0,45.768519960847712,33.487006565501375,203.669913825772340,149.017179216481111,48.056945958890104,35.161356893776443,125.863429892331212,92.089268055128784,128.151855890373611,93.763618383403852,135.017133884500765,98.786669368229056,176.208801849263693,128.924975277180295,116.709725900161672,85.391866742028498,125.863429892331212,92.089268055128784,0,0,48.056945958890104,35.161356893776443,68.652779941271575,50.230509848252062,0,0,4479733.000000000000000,632.000000000000000,0,0,1,1,0.120584005,0.000438675
5607,06037104201,CA,Los Angeles County,9,4636,4636,2947,4620,0.996548749,1682,0.36281277,1239,0.420427553,281,0.060612597,551,0.118852459,0.135384615,9.979177049180333,92.354740000000007,0.268112346,325.326731169750985,5547311.844269944354892,0.412738773,0.480644663,14.762161328103524,0,0.088260001,9.195854517976144,0,57.110014101652688,34.051131892405053,264.509538997128232,157.710505606928649,150.289510793822870,89.608241822118543,162.312671657328707,96.776901167888042,213.411105327228483,127.243703387408345,252.486378133622424,150.541846261159151,219.422685758981373,130.828033060293080,159.306881441452248,94.984736331445660,204.393734679599106,121.867208878081229,0,0,60.115804317529147,35.843296728847420,153.295301009699330,91.400406658560925,0,0,1090097.000000000000000,0,0,0,5,2,0.045096812,0.000106731
