Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06037533603","Census Tract 5336.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"533603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037533603","Census Tract 5336.03",,,,1688,78,183,61,46,207,67,34,105,62,139,209,124,124,78,87,84,4.62,10.84,3.61,2.73,12.26,3.97,2.01,6.22,3.67,8.23,12.38,7.35,7.35,4.62,5.15,4.98
"06037533701","Census Tract 5337.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"533701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037533701","Census Tract 5337.01",,,,829,69,70,16,48,32,32,17,41,28,66,77,128,103,55,40,7,8.32,8.44,1.93,5.79,3.86,3.86,2.05,4.95,3.38,7.96,9.29,15.44,12.42,6.63,4.83,0.84
"06037533702","Census Tract 5337.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"533702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037533702","Census Tract 5337.02",,,,892,52,82,11,42,46,56,48,0,14,32,115,145,79,80,76,14,5.83,9.19,1.23,4.71,5.16,6.28,5.38,0,1.57,3.59,12.89,16.26,8.86,8.97,8.52,1.57
"06037533703","Census Tract 5337.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"533703",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037533703","Census Tract 5337.03",,,,878,85,42,12,29,0,33,0,38,72,129,57,88,186,0,52,55,9.68,4.78,1.37,3.3,0,3.76,0,4.33,8.2,14.69,6.49,10.02,21.18,0,5.92,6.26
"06037533803","Census Tract 5338.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"533803",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037533803","Census Tract 5338.03",,,,1594,92,28,121,156,69,62,125,56,140,54,105,208,224,36,58,60,5.77,1.76,7.59,9.79,4.33,3.89,7.84,3.51,8.78,3.39,6.59,13.05,14.05,2.26,3.64,3.76
"06037533804","Census Tract 5338.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"533804",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037533804","Census Tract 5338.04",,,,1055,32,41,39,42,40,5,42,48,0,129,137,198,177,37,65,23,3.03,3.89,3.7,3.98,3.79,0.47,3.98,4.55,0,12.23,12.99,18.77,16.78,3.51,6.16,2.18
"06037533805","Census Tract 5338.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"533805",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037533805","Census Tract 5338.05",,,,1063,49,54,15,0,22,97,125,24,41,93,104,157,68,45,46,123,4.61,5.08,1.41,0,2.07,9.13,11.76,2.26,3.86,8.75,9.78,14.77,6.4,4.23,4.33,11.57
"06037533806","Census Tract 5338.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"533806",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037533806","Census Tract 5338.06",,,,880,22,53,31,64,68,26,0,6,0,78,115,233,62,61,61,0,2.5,6.02,3.52,7.27,7.73,2.95,0,0.68,0,8.86,13.07,26.48,7.05,6.93,6.93,0
"06037533901","Census Tract 5339.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"533901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037533901","Census Tract 5339.01",,,,1382,74,26,36,157,108,84,77,34,56,74,215,241,96,14,69,21,5.35,1.88,2.6,11.36,7.81,6.08,5.57,2.46,4.05,5.35,15.56,17.44,6.95,1.01,4.99,1.52
"06037533902","Census Tract 5339.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"533902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037533902","Census Tract 5339.02",,,,1022,20,35,34,34,86,9,81,82,52,107,97,108,125,29,66,57,1.96,3.42,3.33,3.33,8.41,0.88,7.93,8.02,5.09,10.47,9.49,10.57,12.23,2.84,6.46,5.58
"06037534001","Census Tract 5340.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534001","Census Tract 5340.01",,,,1336,64,90,0,33,16,133,50,52,73,89,193,298,149,27,40,29,4.79,6.74,0,2.47,1.2,9.96,3.74,3.89,5.46,6.66,14.45,22.31,11.15,2.02,2.99,2.17
"06037534002","Census Tract 5340.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534002","Census Tract 5340.02",,,,978,35,73,7,24,26,32,41,33,10,101,81,224,112,38,52,89,3.58,7.46,0.72,2.45,2.66,3.27,4.19,3.37,1.02,10.33,8.28,22.9,11.45,3.89,5.32,9.1
"06037534101","Census Tract 5341.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534101","Census Tract 5341.01",,,,469,0,0,57,6,22,30,0,54,10,123,42,34,34,3,22,32,0,0,12.15,1.28,4.69,6.4,0,11.51,2.13,26.23,8.96,7.25,7.25,0.64,4.69,6.82
"06037534102","Census Tract 5341.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534102","Census Tract 5341.02",,,,1476,88,98,10,109,32,133,31,126,128,123,116,140,105,96,98,43,5.96,6.64,0.68,7.38,2.17,9.01,2.1,8.54,8.67,8.33,7.86,9.49,7.11,6.5,6.64,2.91
"06037534201","Census Tract 5342.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534201","Census Tract 5342.01",,,,991,27,61,75,9,38,119,51,74,16,122,126,153,32,44,14,30,2.72,6.16,7.57,0.91,3.83,12.01,5.15,7.47,1.61,12.31,12.71,15.44,3.23,4.44,1.41,3.03
"06037534202","Census Tract 5342.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534202","Census Tract 5342.02",,,,1229,28,73,21,73,97,135,64,62,67,78,128,122,127,45,57,52,2.28,5.94,1.71,5.94,7.89,10.98,5.21,5.04,5.45,6.35,10.41,9.93,10.33,3.66,4.64,4.23
"06037534203","Census Tract 5342.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534203","Census Tract 5342.03",,,,865,20,87,54,78,53,42,33,21,80,97,41,108,48,29,60,14,2.31,10.06,6.24,9.02,6.13,4.86,3.82,2.43,9.25,11.21,4.74,12.49,5.55,3.35,6.94,1.62
"06037534301","Census Tract 5343.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534301","Census Tract 5343.01",,,,1078,166,0,0,82,117,91,54,31,34,96,186,101,33,0,63,24,15.4,0,0,7.61,10.85,8.44,5.01,2.88,3.15,8.91,17.25,9.37,3.06,0,5.84,2.23
"06037534302","Census Tract 5343.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534302","Census Tract 5343.02",,,,916,44,0,40,47,34,120,39,45,16,57,160,115,92,36,69,2,4.8,0,4.37,5.13,3.71,13.1,4.26,4.91,1.75,6.22,17.47,12.55,10.04,3.93,7.53,0.22
"06037534403","Census Tract 5344.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534403","Census Tract 5344.03",,,,849,66,46,29,42,64,41,24,44,30,45,161,148,50,24,26,9,7.77,5.42,3.42,4.95,7.54,4.83,2.83,5.18,3.53,5.3,18.96,17.43,5.89,2.83,3.06,1.06
"06037534404","Census Tract 5344.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534404","Census Tract 5344.04",,,,911,84,52,68,54,33,43,39,29,17,77,88,78,68,50,92,39,9.22,5.71,7.46,5.93,3.62,4.72,4.28,3.18,1.87,8.45,9.66,8.56,7.46,5.49,10.1,4.28
"06037534405","Census Tract 5344.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534405",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534405","Census Tract 5344.05",,,,909,62,30,7,34,0,132,45,12,56,130,94,130,101,34,31,11,6.82,3.3,0.77,3.74,0,14.52,4.95,1.32,6.16,14.3,10.34,14.3,11.11,3.74,3.41,1.21
"06037534406","Census Tract 5344.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534406",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534406","Census Tract 5344.06",,,,1139,175,19,22,51,25,0,43,57,166,149,100,155,102,59,16,0,15.36,1.67,1.93,4.48,2.19,0,3.78,5,14.57,13.08,8.78,13.61,8.96,5.18,1.4,0
"06037534501","Census Tract 5345.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534501","Census Tract 5345.01",,,,1330,53,17,147,9,57,39,119,102,39,73,253,139,100,49,85,49,3.98,1.28,11.05,0.68,4.29,2.93,8.95,7.67,2.93,5.49,19.02,10.45,7.52,3.68,6.39,3.68
"06037534502","Census Tract 5345.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534502","Census Tract 5345.02",,,,893,40,33,10,56,73,59,28,24,13,24,74,122,98,59,150,30,4.48,3.7,1.12,6.27,8.17,6.61,3.14,2.69,1.46,2.69,8.29,13.66,10.97,6.61,16.8,3.36
"06037534700","Census Tract 5347, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534700","Census Tract 5347",,,,986,27,28,0,18,30,59,82,12,34,24,112,198,85,101,95,81,2.74,2.84,0,1.83,3.04,5.98,8.32,1.22,3.45,2.43,11.36,20.08,8.62,10.24,9.63,8.22
"06037534802","Census Tract 5348.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534802","Census Tract 5348.02",,,,624,4,36,0,28,29,11,47,44,35,50,72,86,72,30,11,69,0.64,5.77,0,4.49,4.65,1.76,7.53,7.05,5.61,8.01,11.54,13.78,11.54,4.81,1.76,11.06
"06037534803","Census Tract 5348.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534803",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534803","Census Tract 5348.03",,,,1178,65,46,84,20,10,42,12,52,0,67,90,277,116,54,122,121,5.52,3.9,7.13,1.7,0.85,3.57,1.02,4.41,0,5.69,7.64,23.51,9.85,4.58,10.36,10.27
"06037534804","Census Tract 5348.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534804",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534804","Census Tract 5348.04",,,,998,48,0,44,64,5,28,39,53,15,85,116,275,46,78,48,54,4.81,0,4.41,6.41,0.5,2.81,3.91,5.31,1.5,8.52,11.62,27.56,4.61,7.82,4.81,5.41
"06037534900","Census Tract 5349, Los Angeles County, California","ca","140","00",,,,"06","037",,,"534900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037534900","Census Tract 5349",,,,1372,45,0,40,76,118,26,5,26,77,41,154,298,173,161,87,45,3.28,0,2.92,5.54,8.6,1.9,0.36,1.9,5.61,2.99,11.22,21.72,12.61,11.73,6.34,3.28
"06037535001","Census Tract 5350.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535001","Census Tract 5350.01",,,,914,40,9,44,75,41,42,77,7,85,66,99,50,141,73,29,36,4.38,0.98,4.81,8.21,4.49,4.6,8.42,0.77,9.3,7.22,10.83,5.47,15.43,7.99,3.17,3.94
"06037535002","Census Tract 5350.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535002","Census Tract 5350.02",,,,902,58,16,30,48,31,81,66,65,66,41,79,84,62,55,90,30,6.43,1.77,3.33,5.32,3.44,8.98,7.32,7.21,7.32,4.55,8.76,9.31,6.87,6.1,9.98,3.33
"06037535101","Census Tract 5351.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535101","Census Tract 5351.01",,,,1945,63,31,24,71,103,99,141,72,62,159,302,416,169,106,84,43,3.24,1.59,1.23,3.65,5.3,5.09,7.25,3.7,3.19,8.17,15.53,21.39,8.69,5.45,4.32,2.21
"06037535102","Census Tract 5351.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535102","Census Tract 5351.02",,,,1059,12,81,32,68,0,0,68,112,41,39,147,95,115,104,60,85,1.13,7.65,3.02,6.42,0,0,6.42,10.58,3.87,3.68,13.88,8.97,10.86,9.82,5.67,8.03
"06037535200","Census Tract 5352, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535200","Census Tract 5352",,,,1250,17,11,60,46,42,33,61,46,87,74,159,353,78,96,68,19,1.36,0.88,4.8,3.68,3.36,2.64,4.88,3.68,6.96,5.92,12.72,28.24,6.24,7.68,5.44,1.52
"06037535300","Census Tract 5353, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535300","Census Tract 5353",,,,1332,30,107,25,162,131,0,25,7,73,123,165,127,138,57,102,60,2.25,8.03,1.88,12.16,9.83,0,1.88,0.53,5.48,9.23,12.39,9.53,10.36,4.28,7.66,4.5
"06037535400","Census Tract 5354, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535400","Census Tract 5354",,,,742,54,33,46,27,68,15,4,31,38,70,25,169,43,85,14,20,7.28,4.45,6.2,3.64,9.16,2.02,0.54,4.18,5.12,9.43,3.37,22.78,5.8,11.46,1.89,2.7
"06037535501","Census Tract 5355.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535501","Census Tract 5355.01",,,,957,23,57,55,80,50,42,11,22,98,69,100,181,57,75,23,14,2.4,5.96,5.75,8.36,5.22,4.39,1.15,2.3,10.24,7.21,10.45,18.91,5.96,7.84,2.4,1.46
"06037535502","Census Tract 5355.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535502","Census Tract 5355.02",,,,1334,33,84,39,25,33,77,111,7,53,67,151,225,246,80,69,34,2.47,6.3,2.92,1.87,2.47,5.77,8.32,0.52,3.97,5.02,11.32,16.87,18.44,6,5.17,2.55
"06037535503","Census Tract 5355.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535503","Census Tract 5355.03",,,,684,0,36,10,36,14,14,15,24,34,75,86,113,68,53,68,38,0,5.26,1.46,5.26,2.05,2.05,2.19,3.51,4.97,10.96,12.57,16.52,9.94,7.75,9.94,5.56
"06037535603","Census Tract 5356.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535603","Census Tract 5356.03",,,,1025,52,26,52,61,69,10,82,87,14,36,91,188,81,63,90,23,5.07,2.54,5.07,5.95,6.73,0.98,8,8.49,1.37,3.51,8.88,18.34,7.9,6.15,8.78,2.24
"06037535604","Census Tract 5356.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535604","Census Tract 5356.04",,,,1081,11,17,53,73,55,47,23,44,29,86,156,162,135,50,64,76,1.02,1.57,4.9,6.75,5.09,4.35,2.13,4.07,2.68,7.96,14.43,14.99,12.49,4.63,5.92,7.03
"06037535605","Census Tract 5356.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535605",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535605","Census Tract 5356.05",,,,1170,24,51,13,0,46,30,26,8,109,184,194,208,70,41,54,112,2.05,4.36,1.11,0,3.93,2.56,2.22,0.68,9.32,15.73,16.58,17.78,5.98,3.5,4.62,9.57
"06037535606","Census Tract 5356.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535606",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535606","Census Tract 5356.06",,,,483,29,23,0,0,0,43,24,38,18,45,45,114,17,36,44,7,6,4.76,0,0,0,8.9,4.97,7.87,3.73,9.32,9.32,23.6,3.52,7.45,9.11,1.45
"06037535607","Census Tract 5356.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535607",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535607","Census Tract 5356.07",,,,1066,32,9,35,69,56,46,58,13,26,109,139,194,43,7,111,119,3,0.84,3.28,6.47,5.25,4.32,5.44,1.22,2.44,10.23,13.04,18.2,4.03,0.66,10.41,11.16
"06037535701","Census Tract 5357.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535701","Census Tract 5357.01",,,,1529,92,43,36,59,54,61,33,76,124,78,121,230,170,138,121,93,6.02,2.81,2.35,3.86,3.53,3.99,2.16,4.97,8.11,5.1,7.91,15.04,11.12,9.03,7.91,6.08
"06037535702","Census Tract 5357.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535702","Census Tract 5357.02",,,,1428,80,44,79,23,55,131,25,37,23,65,223,198,271,56,108,10,5.6,3.08,5.53,1.61,3.85,9.17,1.75,2.59,1.61,4.55,15.62,13.87,18.98,3.92,7.56,0.7
"06037535802","Census Tract 5358.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535802","Census Tract 5358.02",,,,1567,53,14,38,32,0,63,67,45,78,80,80,281,232,186,139,179,3.38,0.89,2.43,2.04,0,4.02,4.28,2.87,4.98,5.11,5.11,17.93,14.81,11.87,8.87,11.42
"06037535803","Census Tract 5358.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535803",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535803","Census Tract 5358.03",,,,987,55,56,0,7,14,57,12,91,14,170,225,42,91,71,28,54,5.57,5.67,0,0.71,1.42,5.78,1.22,9.22,1.42,17.22,22.8,4.26,9.22,7.19,2.84,5.47
"06037535804","Census Tract 5358.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535804",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535804","Census Tract 5358.04",,,,1497,47,19,45,101,82,99,33,25,51,108,185,261,165,103,33,140,3.14,1.27,3.01,6.75,5.48,6.61,2.2,1.67,3.41,7.21,12.36,17.43,11.02,6.88,2.2,9.35
"06037535901","Census Tract 5359.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535901","Census Tract 5359.01",,,,1700,47,106,29,79,13,129,187,96,55,116,149,176,145,243,79,51,2.76,6.24,1.71,4.65,0.76,7.59,11,5.65,3.24,6.82,8.76,10.35,8.53,14.29,4.65,3
"06037535902","Census Tract 5359.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"535902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037535902","Census Tract 5359.02",,,,1450,19,0,14,7,42,92,39,83,24,64,174,267,179,137,189,120,1.31,0,0.97,0.48,2.9,6.34,2.69,5.72,1.66,4.41,12,18.41,12.34,9.45,13.03,8.28
"06037536000","Census Tract 5360, Los Angeles County, California","ca","140","00",,,,"06","037",,,"536000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037536000","Census Tract 5360",,,,1020,55,55,35,121,88,68,27,39,36,50,116,118,49,43,103,17,5.39,5.39,3.43,11.86,8.63,6.67,2.65,3.82,3.53,4.9,11.37,11.57,4.8,4.22,10.1,1.67
"06037536102","Census Tract 5361.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"536102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037536102","Census Tract 5361.02",,,,1074,28,83,16,114,43,55,23,21,0,0,79,242,99,96,142,33,2.61,7.73,1.49,10.61,4,5.12,2.14,1.96,0,0,7.36,22.53,9.22,8.94,13.22,3.07
"06037536103","Census Tract 5361.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"536103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037536103","Census Tract 5361.03",,,,1452,13,38,37,34,21,25,86,49,155,106,229,225,129,107,98,100,0.9,2.62,2.55,2.34,1.45,1.72,5.92,3.37,10.67,7.3,15.77,15.5,8.88,7.37,6.75,6.89
"06037536104","Census Tract 5361.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"536104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037536104","Census Tract 5361.04",,,,1108,52,39,38,15,43,42,0,35,115,73,171,152,139,52,109,33,4.69,3.52,3.43,1.35,3.88,3.79,0,3.16,10.38,6.59,15.43,13.72,12.55,4.69,9.84,2.98
"06037536201","Census Tract 5362.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"536201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037536201","Census Tract 5362.01",,,,1000,87,47,0,47,25,14,47,7,0,49,127,86,153,53,162,96,8.7,4.7,0,4.7,2.5,1.4,4.7,0.7,0,4.9,12.7,8.6,15.3,5.3,16.2,9.6
"06037536202","Census Tract 5362.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"536202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037536202","Census Tract 5362.02",,,,1214,66,110,53,44,0,39,29,0,76,63,138,112,201,108,105,70,5.44,9.06,4.37,3.62,0,3.21,2.39,0,6.26,5.19,11.37,9.23,16.56,8.9,8.65,5.77
"06037540000","Census Tract 5400, Los Angeles County, California","ca","140","00",,,,"06","037",,,"540000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037540000","Census Tract 5400",,,,1567,59,12,59,56,84,112,39,79,30,243,148,127,90,127,158,144,3.77,0.77,3.77,3.57,5.36,7.15,2.49,5.04,1.91,15.51,9.44,8.1,5.74,8.1,10.08,9.19
"06037540101","Census Tract 5401.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"540101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037540101","Census Tract 5401.01",,,,1534,28,46,82,37,51,27,52,67,9,120,108,294,285,86,161,81,1.83,3,5.35,2.41,3.32,1.76,3.39,4.37,0.59,7.82,7.04,19.17,18.58,5.61,10.5,5.28
"06037540102","Census Tract 5401.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"540102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037540102","Census Tract 5401.02",,,,1313,22,43,13,58,79,19,17,93,25,79,54,142,129,147,256,137,1.68,3.27,0.99,4.42,6.02,1.45,1.29,7.08,1.9,6.02,4.11,10.81,9.82,11.2,19.5,10.43
"06037540201","Census Tract 5402.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"540201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037540201","Census Tract 5402.01",,,,550,74,0,15,0,64,41,24,0,48,54,45,68,52,32,0,33,13.45,0,2.73,0,11.64,7.45,4.36,0,8.73,9.82,8.18,12.36,9.45,5.82,0,6
"06037540202","Census Tract 5402.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"540202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037540202","Census Tract 5402.02",,,,1597,38,11,52,53,62,114,120,125,114,101,233,315,62,58,57,82,2.38,0.69,3.26,3.32,3.88,7.14,7.51,7.83,7.14,6.32,14.59,19.72,3.88,3.63,3.57,5.13
"06037540203","Census Tract 5402.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"540203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037540203","Census Tract 5402.03",,,,1259,145,38,44,64,51,75,34,44,85,20,80,195,120,145,103,16,11.52,3.02,3.49,5.08,4.05,5.96,2.7,3.49,6.75,1.59,6.35,15.49,9.53,11.52,8.18,1.27
"06037540300","Census Tract 5403, Los Angeles County, California","ca","140","00",,,,"06","037",,,"540300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037540300","Census Tract 5403",,,,1193,21,11,30,8,117,6,8,42,76,163,177,156,106,63,143,66,1.76,0.92,2.51,0.67,9.81,0.5,0.67,3.52,6.37,13.66,14.84,13.08,8.89,5.28,11.99,5.53
"06037540400","Census Tract 5404, Los Angeles County, California","ca","140","00",,,,"06","037",,,"540400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037540400","Census Tract 5404",,,,458,7,88,19,25,18,7,0,6,5,0,32,135,18,58,21,19,1.53,19.21,4.15,5.46,3.93,1.53,0,1.31,1.09,0,6.99,29.48,3.93,12.66,4.59,4.15
