Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06037101110","Census Tract 1011.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101110",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101110","Census Tract 1011.10",,,,1558,75,84,22,59,32,100,47,11,53,54,174,179,196,136,136,200,4.81,5.39,1.41,3.79,2.05,6.42,3.02,0.71,3.4,3.47,11.17,11.49,12.58,8.73,8.73,12.84
"06037101122","Census Tract 1011.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101122",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101122","Census Tract 1011.22",,,,1407,44,0,15,25,15,58,19,30,26,43,173,259,69,80,299,252,3.13,0,1.07,1.78,1.07,4.12,1.35,2.13,1.85,3.06,12.3,18.41,4.9,5.69,21.25,17.91
"06037101220","Census Tract 1012.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101220",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101220","Census Tract 1012.20",,,,1357,112,60,0,39,61,31,61,54,57,39,198,139,108,64,199,135,8.25,4.42,0,2.87,4.5,2.28,4.5,3.98,4.2,2.87,14.59,10.24,7.96,4.72,14.66,9.95
"06037101221","Census Tract 1012.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101221",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101221","Census Tract 1012.21",,,,1483,78,182,0,178,8,10,33,119,27,190,161,66,73,178,98,82,5.26,12.27,0,12,0.54,0.67,2.23,8.02,1.82,12.81,10.86,4.45,4.92,12,6.61,5.53
"06037101222","Census Tract 1012.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101222",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101222","Census Tract 1012.22",,,,948,17,239,46,69,0,18,60,16,34,11,28,123,22,165,1,99,1.79,25.21,4.85,7.28,0,1.9,6.33,1.69,3.59,1.16,2.95,12.97,2.32,17.41,0.11,10.44
"06037101300","Census Tract 1013, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101300","Census Tract 1013",,,,1513,75,19,34,55,20,61,49,33,4,16,103,121,143,202,213,365,4.96,1.26,2.25,3.64,1.32,4.03,3.24,2.18,0.26,1.06,6.81,8,9.45,13.35,14.08,24.12
"06037101400","Census Tract 1014, Los Angeles County, California","ca","140","00",,,,"06","037",,,"101400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037101400","Census Tract 1014",,,,1336,27,80,7,171,39,0,32,64,82,61,59,129,99,116,104,266,2.02,5.99,0.52,12.8,2.92,0,2.4,4.79,6.14,4.57,4.42,9.66,7.41,8.68,7.78,19.91
"06037102103","Census Tract 1021.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102103","Census Tract 1021.03",,,,714,37,7,14,45,32,4,89,5,8,51,80,86,42,98,98,18,5.18,0.98,1.96,6.3,4.48,0.56,12.46,0.7,1.12,7.14,11.2,12.04,5.88,13.73,13.73,2.52
"06037102104","Census Tract 1021.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102104","Census Tract 1021.04",,,,1299,31,60,15,0,10,26,11,43,42,47,63,158,227,173,144,249,2.39,4.62,1.15,0,0.77,2,0.85,3.31,3.23,3.62,4.85,12.16,17.47,13.32,11.09,19.17
"06037102105","Census Tract 1021.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102105","Census Tract 1021.05",,,,518,4,13,3,20,31,15,5,19,12,54,20,78,76,6,44,118,0.77,2.51,0.58,3.86,5.98,2.9,0.97,3.67,2.32,10.42,3.86,15.06,14.67,1.16,8.49,22.78
"06037102107","Census Tract 1021.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"102107",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037102107","Census Tract 1021.07",,,,1184,108,26,11,11,0,9,10,24,3,112,111,139,97,51,132,340,9.12,2.2,0.93,0.93,0,0.76,0.84,2.03,0.25,9.46,9.38,11.74,8.19,4.31,11.15,28.72
"06037103101","Census Tract 1031.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103101","Census Tract 1031.01",,,,982,31,8,5,84,7,18,22,0,14,32,74,130,84,100,176,197,3.16,0.81,0.51,8.55,0.71,1.83,2.24,0,1.43,3.26,7.54,13.24,8.55,10.18,17.92,20.06
"06037103102","Census Tract 1031.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103102",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103102","Census Tract 1031.02",,,,1646,41,135,31,68,6,40,81,68,38,162,173,188,241,181,67,126,2.49,8.2,1.88,4.13,0.36,2.43,4.92,4.13,2.31,9.84,10.51,11.42,14.64,11,4.07,7.65
"06037103201","Census Tract 1032.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103201","Census Tract 1032.01",,,,1581,146,55,63,99,0,27,26,0,44,113,130,175,183,188,205,127,9.23,3.48,3.98,6.26,0,1.71,1.64,0,2.78,7.15,8.22,11.07,11.57,11.89,12.97,8.03
"06037103202","Census Tract 1032.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103202","Census Tract 1032.02",,,,649,0,0,0,5,5,0,14,34,37,21,53,33,208,21,117,101,0,0,0,0.77,0.77,0,2.16,5.24,5.7,3.24,8.17,5.08,32.05,3.24,18.03,15.56
"06037103300","Census Tract 1033, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103300","Census Tract 1033",,,,1296,46,43,38,41,4,0,29,11,0,68,76,120,94,89,218,419,3.55,3.32,2.93,3.16,0.31,0,2.24,0.85,0,5.25,5.86,9.26,7.25,6.87,16.82,32.33
"06037103401","Census Tract 1034.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103401","Census Tract 1034.01",,,,972,52,0,23,37,56,4,48,5,0,41,106,99,113,195,112,81,5.35,0,2.37,3.81,5.76,0.41,4.94,0.51,0,4.22,10.91,10.19,11.63,20.06,11.52,8.33
"06037103402","Census Tract 1034.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"103402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037103402","Census Tract 1034.02",,,,1378,73,46,55,11,14,38,22,13,0,57,181,142,222,118,169,217,5.3,3.34,3.99,0.8,1.02,2.76,1.6,0.94,0,4.14,13.13,10.3,16.11,8.56,12.26,15.75
"06037104103","Census Tract 1041.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104103","Census Tract 1041.03",,,,868,32,17,9,25,16,11,7,0,36,24,135,68,85,123,136,144,3.69,1.96,1.04,2.88,1.84,1.27,0.81,0,4.15,2.76,15.55,7.83,9.79,14.17,15.67,16.59
"06037104105","Census Tract 1041.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104105","Census Tract 1041.05",,,,1580,236,16,51,52,53,36,169,15,16,135,232,200,127,41,169,32,14.94,1.01,3.23,3.29,3.35,2.28,10.7,0.95,1.01,8.54,14.68,12.66,8.04,2.59,10.7,2.03
"06037104108","Census Tract 1041.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104108",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104108","Census Tract 1041.08",,,,1291,0,165,0,24,147,22,31,59,47,53,124,50,214,70,79,206,0,12.78,0,1.86,11.39,1.7,2.4,4.57,3.64,4.11,9.6,3.87,16.58,5.42,6.12,15.96
"06037104124","Census Tract 1041.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104124",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104124","Census Tract 1041.24",,,,1325,10,32,0,119,63,99,38,63,18,79,85,137,173,99,148,162,0.75,2.42,0,8.98,4.75,7.47,2.87,4.75,1.36,5.96,6.42,10.34,13.06,7.47,11.17,12.23
"06037104201","Census Tract 1042.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104201","Census Tract 1042.01",,,,863,5,10,12,6,36,29,0,14,38,81,52,131,53,148,95,153,0.58,1.16,1.39,0.7,4.17,3.36,0,1.62,4.4,9.39,6.03,15.18,6.14,17.15,11.01,17.73
"06037104203","Census Tract 1042.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104203",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104203","Census Tract 1042.03",,,,1074,62,88,0,42,87,10,0,10,60,82,178,133,104,19,115,84,5.77,8.19,0,3.91,8.1,0.93,0,0.93,5.59,7.64,16.57,12.38,9.68,1.77,10.71,7.82
"06037104204","Census Tract 1042.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104204",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104204","Census Tract 1042.04",,,,718,10,9,10,51,8,43,93,42,27,27,73,64,56,23,82,100,1.39,1.25,1.39,7.1,1.11,5.99,12.95,5.85,3.76,3.76,10.17,8.91,7.8,3.2,11.42,13.93
"06037104310","Census Tract 1043.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104310",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104310","Census Tract 1043.10",,,,885,35,27,6,51,0,19,20,30,26,40,89,72,109,88,144,129,3.95,3.05,0.68,5.76,0,2.15,2.26,3.39,2.94,4.52,10.06,8.14,12.32,9.94,16.27,14.58
"06037104321","Census Tract 1043.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104321",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104321","Census Tract 1043.21",,,,773,14,0,15,8,84,189,35,0,23,16,44,106,52,106,77,4,1.81,0,1.94,1.03,10.87,24.45,4.53,0,2.98,2.07,5.69,13.71,6.73,13.71,9.96,0.52
"06037104322","Census Tract 1043.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104322",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104322","Census Tract 1043.22",,,,445,0,0,0,20,13,49,0,49,26,4,48,48,49,74,23,42,0,0,0,4.49,2.92,11.01,0,11.01,5.84,0.9,10.79,10.79,11.01,16.63,5.17,9.44
"06037104401","Census Tract 1044.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104401","Census Tract 1044.01",,,,623,18,39,0,13,15,42,43,5,17,55,63,77,38,39,69,90,2.89,6.26,0,2.09,2.41,6.74,6.9,0.8,2.73,8.83,10.11,12.36,6.1,6.26,11.08,14.45
"06037104403","Census Tract 1044.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104403","Census Tract 1044.03",,,,510,20,10,0,24,0,10,5,25,23,37,28,89,30,49,72,88,3.92,1.96,0,4.71,0,1.96,0.98,4.9,4.51,7.25,5.49,17.45,5.88,9.61,14.12,17.25
"06037104404","Census Tract 1044.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104404",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104404","Census Tract 1044.04",,,,746,40,0,15,48,92,11,14,15,34,12,37,171,58,26,73,100,5.36,0,2.01,6.43,12.33,1.47,1.88,2.01,4.56,1.61,4.96,22.92,7.77,3.49,9.79,13.4
"06037104500","Census Tract 1045, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104500",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104500","Census Tract 1045",,,,621,43,33,0,32,0,10,30,4,20,40,94,81,27,93,41,73,6.92,5.31,0,5.15,0,1.61,4.83,0.64,3.22,6.44,15.14,13.04,4.35,14.98,6.6,11.76
"06037104610","Census Tract 1046.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104610",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104610","Census Tract 1046.10",,,,652,33,26,0,0,0,52,30,31,31,36,38,120,64,55,47,89,5.06,3.99,0,0,0,7.98,4.6,4.75,4.75,5.52,5.83,18.4,9.82,8.44,7.21,13.65
"06037104620","Census Tract 1046.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104620",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104620","Census Tract 1046.20",,,,703,13,0,38,15,29,55,10,4,0,78,25,133,112,31,91,69,1.85,0,5.41,2.13,4.13,7.82,1.42,0.57,0,11.1,3.56,18.92,15.93,4.41,12.94,9.82
"06037104701","Census Tract 1047.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104701",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104701","Census Tract 1047.01",,,,953,47,16,75,35,35,82,94,33,43,43,136,137,104,25,48,0,4.93,1.68,7.87,3.67,3.67,8.6,9.86,3.46,4.51,4.51,14.27,14.38,10.91,2.62,5.04,0
"06037104703","Census Tract 1047.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104703",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104703","Census Tract 1047.03",,,,607,56,48,0,26,17,22,57,51,37,20,31,58,60,62,54,8,9.23,7.91,0,4.28,2.8,3.62,9.39,8.4,6.1,3.29,5.11,9.56,9.88,10.21,8.9,1.32
"06037104704","Census Tract 1047.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104704",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104704","Census Tract 1047.04",,,,1231,78,57,0,68,118,23,33,78,22,92,66,213,167,35,95,86,6.34,4.63,0,5.52,9.59,1.87,2.68,6.34,1.79,7.47,5.36,17.3,13.57,2.84,7.72,6.99
"06037104821","Census Tract 1048.21, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104821",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104821","Census Tract 1048.21",,,,751,8,42,41,28,9,14,35,4,22,72,75,157,73,66,40,65,1.07,5.59,5.46,3.73,1.2,1.86,4.66,0.53,2.93,9.59,9.99,20.91,9.72,8.79,5.33,8.66
"06037104822","Census Tract 1048.22, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104822",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104822","Census Tract 1048.22",,,,637,41,67,26,25,62,18,25,38,33,11,53,82,64,22,32,38,6.44,10.52,4.08,3.92,9.73,2.83,3.92,5.97,5.18,1.73,8.32,12.87,10.05,3.45,5.02,5.97
"06037104823","Census Tract 1048.23, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104823",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104823","Census Tract 1048.23",,,,692,27,8,19,54,0,32,23,47,34,5,79,119,31,88,41,85,3.9,1.16,2.75,7.8,0,4.62,3.32,6.79,4.91,0.72,11.42,17.2,4.48,12.72,5.92,12.28
"06037104824","Census Tract 1048.24, Los Angeles County, California","ca","140","00",,,,"06","037",,,"104824",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037104824","Census Tract 1048.24",,,,486,17,0,0,0,0,24,8,5,0,40,5,113,80,79,25,90,3.5,0,0,0,0,4.94,1.65,1.03,0,8.23,1.03,23.25,16.46,16.26,5.14,18.52
"06037106010","Census Tract 1060.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106010",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106010","Census Tract 1060.10",,,,938,20,7,0,18,17,48,6,22,20,26,52,83,83,89,180,267,2.13,0.75,0,1.92,1.81,5.12,0.64,2.35,2.13,2.77,5.54,8.85,8.85,9.49,19.19,28.46
"06037106020","Census Tract 1060.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106020",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106020","Census Tract 1060.20",,,,1298,93,62,9,8,51,7,19,8,11,94,22,129,143,184,168,290,7.16,4.78,0.69,0.62,3.93,0.54,1.46,0.62,0.85,7.24,1.69,9.94,11.02,14.18,12.94,22.34
"06037106111","Census Tract 1061.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106111",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106111","Census Tract 1061.11",,,,1390,53,0,58,5,58,13,20,42,36,26,86,147,177,120,270,279,3.81,0,4.17,0.36,4.17,0.94,1.44,3.02,2.59,1.87,6.19,10.58,12.73,8.63,19.42,20.07
"06037106112","Census Tract 1061.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106112",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106112","Census Tract 1061.12",,,,1430,26,9,44,22,6,0,158,0,20,85,98,237,262,88,227,148,1.82,0.63,3.08,1.54,0.42,0,11.05,0,1.4,5.94,6.85,16.57,18.32,6.15,15.87,10.35
"06037106113","Census Tract 1061.13, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106113",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106113","Census Tract 1061.13",,,,1038,18,6,0,22,18,5,0,48,50,76,62,59,145,120,236,173,1.73,0.58,0,2.12,1.73,0.48,0,4.62,4.82,7.32,5.97,5.68,13.97,11.56,22.74,16.67
"06037106114","Census Tract 1061.14, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106114",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106114","Census Tract 1061.14",,,,1830,91,56,80,154,34,84,80,63,86,91,106,256,195,82,170,202,4.97,3.06,4.37,8.42,1.86,4.59,4.37,3.44,4.7,4.97,5.79,13.99,10.66,4.48,9.29,11.04
"06037106403","Census Tract 1064.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106403","Census Tract 1064.03",,,,854,72,3,2,63,20,43,11,3,33,30,32,108,106,56,120,152,8.43,0.35,0.23,7.38,2.34,5.04,1.29,0.35,3.86,3.51,3.75,12.65,12.41,6.56,14.05,17.8
"06037106405","Census Tract 1064.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106405",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106405","Census Tract 1064.05",,,,1147,15,9,0,64,35,44,61,74,0,17,129,221,186,159,56,77,1.31,0.78,0,5.58,3.05,3.84,5.32,6.45,0,1.48,11.25,19.27,16.22,13.86,4.88,6.71
"06037106406","Census Tract 1064.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106406",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106406","Census Tract 1064.06",,,,1880,48,0,0,0,38,24,29,100,100,182,62,193,456,237,179,232,2.55,0,0,0,2.02,1.28,1.54,5.32,5.32,9.68,3.3,10.27,24.26,12.61,9.52,12.34
"06037106407","Census Tract 1064.07, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106407",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106407","Census Tract 1064.07",,,,828,39,227,31,58,70,0,48,5,13,48,129,60,40,24,36,0,4.71,27.42,3.74,7,8.45,0,5.8,0.6,1.57,5.8,15.58,7.25,4.83,2.9,4.35,0
"06037106408","Census Tract 1064.08, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106408",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106408","Census Tract 1064.08",,,,986,65,28,0,58,57,36,65,29,57,112,81,189,67,30,92,20,6.59,2.84,0,5.88,5.78,3.65,6.59,2.94,5.78,11.36,8.22,19.17,6.8,3.04,9.33,2.03
"06037106510","Census Tract 1065.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106510",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106510","Census Tract 1065.10",,,,1601,85,65,24,75,19,0,0,12,9,77,87,204,234,276,217,217,5.31,4.06,1.5,4.68,1.19,0,0,0.75,0.56,4.81,5.43,12.74,14.62,17.24,13.55,13.55
"06037106520","Census Tract 1065.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106520",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106520","Census Tract 1065.20",,,,1402,78,13,24,87,80,48,16,9,23,79,135,158,172,131,207,142,5.56,0.93,1.71,6.21,5.71,3.42,1.14,0.64,1.64,5.63,9.63,11.27,12.27,9.34,14.76,10.13
"06037106603","Census Tract 1066.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106603",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106603","Census Tract 1066.03",,,,1216,30,37,4,6,32,11,34,29,0,60,122,61,86,107,112,485,2.47,3.04,0.33,0.49,2.63,0.9,2.8,2.38,0,4.93,10.03,5.02,7.07,8.8,9.21,39.88
"06037106604","Census Tract 1066.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106604","Census Tract 1066.04",,,,1281,16,28,56,57,91,37,0,114,18,100,203,193,113,32,72,151,1.25,2.19,4.37,4.45,7.1,2.89,0,8.9,1.41,7.81,15.85,15.07,8.82,2.5,5.62,11.79
"06037106641","Census Tract 1066.41, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106641",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106641","Census Tract 1066.41",,,,732,42,13,0,28,13,28,27,0,4,13,51,78,101,33,102,199,5.74,1.78,0,3.83,1.78,3.83,3.69,0,0.55,1.78,6.97,10.66,13.8,4.51,13.93,27.19
"06037106642","Census Tract 1066.42, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106642",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106642","Census Tract 1066.42",,,,1189,44,0,25,38,39,0,9,22,34,0,81,96,159,155,183,304,3.7,0,2.1,3.2,3.28,0,0.76,1.85,2.86,0,6.81,8.07,13.37,13.04,15.39,25.57
"06037106643","Census Tract 1066.43, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106643",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106643","Census Tract 1066.43",,,,1387,0,44,36,9,15,0,0,18,13,31,21,103,148,35,214,700,0,3.17,2.6,0.65,1.08,0,0,1.3,0.94,2.24,1.51,7.43,10.67,2.52,15.43,50.47
"06037106645","Census Tract 1066.45, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106645",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106645","Census Tract 1066.45",,,,1252,71,0,21,0,48,0,36,0,7,129,113,67,63,66,170,461,5.67,0,1.68,0,3.83,0,2.88,0,0.56,10.3,9.03,5.35,5.03,5.27,13.58,36.82
"06037106646","Census Tract 1066.46, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106646",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106646","Census Tract 1066.46",,,,999,61,0,5,33,20,21,33,9,13,38,81,110,90,82,158,245,6.11,0,0.5,3.3,2,2.1,3.3,0.9,1.3,3.8,8.11,11.01,9.01,8.21,15.82,24.52
"06037106648","Census Tract 1066.48, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106648",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106648","Census Tract 1066.48",,,,1179,46,76,15,90,34,89,29,89,24,38,63,165,117,63,103,138,3.9,6.45,1.27,7.63,2.88,7.55,2.46,7.55,2.04,3.22,5.34,13.99,9.92,5.34,8.74,11.7
"06037106649","Census Tract 1066.49, Los Angeles County, California","ca","140","00",,,,"06","037",,,"106649",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037106649","Census Tract 1066.49",,,,642,0,5,13,25,14,32,13,0,19,34,59,97,95,13,139,84,0,0.78,2.02,3.89,2.18,4.98,2.02,0,2.96,5.3,9.19,15.11,14.8,2.02,21.65,13.08
"06037107010","Census Tract 1070.10, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107010",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037107010","Census Tract 1070.10",,,,757,17,4,41,0,12,0,24,10,22,46,107,116,131,75,104,48,2.25,0.53,5.42,0,1.59,0,3.17,1.32,2.91,6.08,14.13,15.32,17.31,9.91,13.74,6.34
"06037107020","Census Tract 1070.20, Los Angeles County, California","ca","140","00",,,,"06","037",,,"107020",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037107020","Census Tract 1070.20",,,,1212,169,0,8,44,26,43,8,62,111,20,101,148,180,33,158,101,13.94,0,0.66,3.63,2.15,3.55,0.66,5.12,9.16,1.65,8.33,12.21,14.85,2.72,13.04,8.33
"06037108101","Census Tract 1081.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"108101",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037108101","Census Tract 1081.01",,,,757,20,17,7,0,20,8,20,0,0,36,54,75,45,65,130,260,2.64,2.25,0.92,0,2.64,1.06,2.64,0,0,4.76,7.13,9.91,5.94,8.59,17.17,34.35
